year,week,track_id,popularity
2023,12,56H98l4uinRifnTH8e308N,1.0
2023,12,56zZ48jdyY2oDXHVnwg5Di,1.0
2023,12,57BrRMwf9LrcmuOsyGilwr,1.0
2023,12,58Kv71AxpWF6ab0Z76jQId,1.0
2023,12,598yNsG1JFrGd4n2kMoz7F,1.0
2023,12,59WN2psjkt1tyaxjspN8fp,1.0
2023,12,5BHiSQqlKWKoSmASzJTrVg,1.0
2023,12,5BTyfTMJWLnauuI0jxOE8I,1.0
2023,12,5BbdKBZO0TH0GhfxUfyhL9,1.0
2023,12,5EzvwjFwdP5Kfl5AZAemzu,1.0
2023,12,5F3whjI23ic3OqMepUWIii,1.0
2023,12,5FljCWR0cys07PQ9277GTz,1.0
2023,12,5GbVzc6Ex5LYlLJqzRQhuy,1.0
2023,12,5GorCbAP4aL0EJ16frG2hd,1.0
2023,12,5H7E0UH2F8drwjoz9ufPQm,1.0
2023,12,5K09WxKdlkroDyEVyOSySy,1.0
2023,12,5K398ueuvWIDHq41ZKUP2P,1.0
2023,12,5LC7nItIEFp4nzdFdEGbf9,1.0
2023,12,5NfJGBAL9mgFPRQxKJmiX2,1.0
2023,12,5O0s8ONJDprnXRzBL0m5ea,1.0
2023,12,5OCJzvD7sykQEKHH7qAC3C,1.0
2023,12,5PCJldueshnwqQVjS16543,1.0
2023,12,5PUawWFG1oIS2NwEcyHaCr,1.0
2023,12,5QnjtIv7EJREm0dFVrQr4e,1.0
2023,12,5R7C9FzhN3l7T01xASxcQ4,1.0
2023,12,5RsKelNxucrDxgMbZ3vd3W,1.0
2023,12,5TxdQaqp2Xn9IBTlfq26l7,1.0
2023,12,5V0YHCNwlupyZYtyXiRSEB,1.0
2023,12,5W1kqz2l1lDX77DXBMeXZg,1.0
2023,12,5XgIkYlSVby03NmqREd5Sf,1.0
2023,12,5XtyytAig4m3HkO2XXaL9l,1.0
2023,12,5XzGyYZemDuCG3OdbhVFvh,1.0
2023,12,5ZLzl6T8JwqMTMdoE0nCbU,1.0
2023,12,5ZxX55HFfi4aofGTxMp58x,1.0
2023,12,5ZyM4VMzHSaz8OlIZRuZBH,1.0
2023,12,5dn0Sn7oEwq5Q3Hg5C7W0s,1.0
2023,12,5f4Hy5mw5SRaUgXX9c6P5S,1.0
2023,12,5hviCr3lgg6LY6noG6DPKs,1.0
2023,12,5kI4eCXXzyuIUXjQra0Cxi,1.0
2023,12,5lvnGiTAH9BVlJLHc0DXZz,1.0
2023,12,5mkRGTbm3BwPzNQL9oBV9e,1.0
2023,12,5n6RDaGFSN88oRWuGtYAIN,1.0
2023,12,5nIu0VwPOsjkF61zfevLKh,1.0
2023,12,5nNZTUzinBDsnj3U76NJFC,1.0
2023,12,5pGplPcPXARnv6OVldJfAx,1.0
2023,12,5sl2735QKaOmL8UL4Q39Ut,1.0
2023,12,5v1SuYGd6VFMGu8nVHzajO,1.0
2023,12,5vX4ObqJnFO7N6SOX8r5Kt,1.0
2023,12,5xJc58mBWz68WhwU2n5seR,1.0
2023,12,5y44ftxtMNXIx9ugj3spXS,1.0
2023,12,5y4XJ9UFS5eOdoYPF5pSAE,1.0
2023,12,5yFBa03KP98kIbOQkD2UeT,1.0
2023,12,5ylLypaOksxWd75YrGtx2N,1.0
2023,12,5zQyqgNXKzhifkivumzxDS,1.0
2023,12,607EA1HsuzrqqaPuxyNqpD,1.0
2023,12,60JWUDrpUTuu6gxTvknjg5,1.0
2023,12,60iSKGrGazRzICtMjADNSM,1.0
2023,12,62Qu77wJcmICTHse0f9qsQ,1.0
2023,12,64fZ1gcn7rEzbdibOP1inl,1.0
2023,12,65hUTiykNAiAvmGYXazhFJ,1.0
2023,12,665XULRUnV9lonxbakqwMo,1.0
2023,12,66Q3fAmSX5eHamgbKa9alP,1.0
2023,12,68uuz61IqrSJjO6ffO3yHc,1.0
2023,12,6ASzF6lnAamXQvWLPa3WDi,1.0
2023,12,6AirEKLAv80bFaIDKpMi7I,1.0
2023,12,6Ck9WerfsyvC4v4AylUoDp,1.0
2023,12,6CuJUdvZuGAGxCbN3dq81s,1.0
2023,12,6DXROAQPfkfduzcbihXRsw,1.0
